pointer_offsets;pointer_value;separators;extract
0xDA4734;0x00B25A30;00 00;@0E@06       :[@14 ⑧,@15 ⑤]この†When unit attack hit､†Cost｡Get paid､Home†View up to 5 pieces from the top of the mountain tag､ その†Close《Spike Brothers》Like†Select number､Other@00 Call to､†Shuffle the mountain tag｡                
0xDAD37C;0x00B25BF8;00 00;@0E@06       :[@15 ①-Name†「魔女」Cards Included]This unit†Attack hits Vanguard†Time､Cost｡Get paid､†Rear Guard@00 One†Select､5 pieces from the top of your mountain bill†Open､Grade 0 car†Select one Dot､ その@00 Call to､†Shuffle the mountain tag｡                                                               
0xDA7854;0x00B25E54;00 00 00 00;@0E:This unit is@02  @00 に登†When､Publish your mountain bid† ｡grade 1 or gray†Do2､《Aquaforce》Home､ その†Card@00 Call to､Other､†Shuffle the mountain tag｡                         
0xDA5144;0x00B25FB4;00 00 00 00;@0E:This unit is@02  @00 に登†When､Publish your mountain bid† ｡grade 1 or gray†Do2､《ectar》Home､ その†Card@00 Call to､Other､†Shuffle the mountain tag｡                             
0xDAC93C,0xDACE8C;0x00B26114;00 00;@0E@06       [@15 ①]:ッ†ト Attack Hip Vanguard†When selected､Cost｡Contact Us† ､Up to 5 pieces†Close､Grade 3 or higher《Home》Home†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡                                         
0xDA474C;0x00B262FC;00 00 00 00;@0D@03   :[@15 ①,This unit†Reject]Grey from your mountain bill†DO1 or less《Spike Brothers》Home†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡ 
0xDA4E74;0x00B26458;00 00 00 00;@0E:[Grade 3 from your hand tag†《Home》Select one､Discard]この†Unit@00 When appeared､Cost†Good to pay｡Get paid､Your Mountain†From the tag「Amber Dragon “蝕”」Home†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡                           
0xDAA86C;0x00B26664;00 00;@0E:「Mer マー Idol リ†Home」When you ride this unit､†View up to 7 of your mountain bills､†「Top Idol ヴィ」 †「Super Idol ヴィ」Home†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡                  
0xDAD2D4;0x00B26814;00 00;@0E:[@15 ①,@14 ①]This unit is†@02 When appeared､Cost†Home｡Get paid､From your mountain bill†「喧嘩屋 Skybeat Dragon」Home†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡                       
0xDABF6C,0xDABF74;0x00B269C4;00 00 00 00;@0E@03   :[@15 ①,This unit†Put on a mountain tag]Other Your Uni†Home@00 When returned to the hand､Home†Card Name「Duo」Vanga including†If there is a de､Cost｡†Get paid､From your mountain bill､On hand†Card with the same name as the returned unit†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡                        
0xDABF34,0xDABF3C;0x00B26C74;00 00 00 00;@0E@03   :[@15 ①-Name「Duo」†Cards Included]This unit is@0C(ブ†Home)In battle､が†When you hit Vanguard､Cost†Good to pay｡Get paid､Other your†Name「Duo」Rear guard including†Select one､Back to hand､Your Mountain Tags†the same name as the unit†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡                                                     
0xDAD304;0x00B26F50;00 00;@0D@03   :[@15 ①,This unit†ソウルed in Seoul]From the top of your mountain bill†5 photos､Grade 3 or more cards†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡ 
0xDA9DB4;0x00B270C4;00 00 00 00;@0E:[Put this unit under the mountain tag]†This unit is from the mountain bill@00 Home†When､Cost｡払った† ､View 4 from the top of your mountain bill､†Name「Blue」including cards†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡                                              
0xDAB1D4;0x00B27314;00 00 00 00;@0E@03   :[@15 ①]Your Card†Name「ブラウ」Vanguard including†Attack hits Vanguard†Time､Cost｡Get paid､†See up to three of your mountain bills､†Name「ブラウ」including cards†Search up to one､Show to opponent､Add to hand†Home､Shuffle the mountain tag｡                                         
0xDA8204;0x00B27544;00 00 00 00;@0E:This unit is from the mountain bill@00 Home†When appeared､Yours《Gold Para†ディン》If you have a Vanguard､†5 pieces from top of your mountain bill､グレ†3 or more《Gold Paradin》†Search up to one､Show to opponent､On hand†Add､Shuffle the mountain tag｡
0xDAD2C4;0x00B27724;00 00;@0E:[@15 ①,@14 ①]This unit is†@02 When appeared､Cost†Home｡Get paid､From your mountain bill†「探索者 Sacredが」†Search up to one､Show to opponent､On hand†Add､Shuffle the mountain tag｡                                       
0xDA5964;0x00B278D4;00 00 00 00;@0E:「Knowledge Carrier Rocks」 †When riding a unit､Your Mountain†View up to 7 cards､「Trust†護者 Rocks」 「護法官 Rocks」†Search up to one､Show to opponent､On hand†Add､Shuffle the mountain tag｡                                                                           
0xDA6154;0x00B27ADC;00 00 00 00;@0E:「忍竜 ガ」Home†When riding､Your Mountain Tags†View from Top to Top､「隠密魔竜 ガ†ツストーム」 「忍竜 ガ」†Search up to one､Show to opponent､On hand†Add､Shuffle the mountain tag｡                                                                        
0xDAD36C;0x00B27CB0;00 00;@0E:[@15 ①,@14 ①]This unit is†@02 When appeared､Cost†Home｡Get paid､From your mountain bill†「星輝兵 Garnet Star Dragon」†Search up to one､Show to opponent､On hand†Add､Shuffle the mountain tag｡                                
0xDA51AC;0x00B27E68;00 00;@0D@03   :[@15 ①,Yours《シャド†ウ》Two Rear Guards†Home､Reject]From your mountain bill「Home†Vantom Blaster Overrow†Home」Search up to one､Show to opponent､手札†In addition to､Shuffle the mountain tag｡      
0xDA6FEC,0xDA7404;0x00B27FF4;00 00;@0E:[@15 ①]This unit is@02 Home†When appeared､Cost｡払†Home､5 pieces from the top of your mountain bill†Watch､「Schwarzsilt Drago†Home」Search up to one､Show to opponent､手札†In addition to､Shuffle the mountain tag｡                  
0xDA9324,0xDA9B04,0xDAC2CC,0xDAD574,0xDAD674;0x00B281BC;00 00 00 00;@0D@03   :[@15 ①,This unit†ソウルed in Seoul]From the top of your mountain bill†5 pieces､Grade 3 or more cars†Search up to one Do､Show to opponent､手札†In addition to､Shuffle the mountain tag｡     
0xDAAE64;0x00B28340;00 00;@0E:[@14 ①]This unit is@00 Home†When appeared､Yours《Bermuda△》†If you have a Vanguard､Cost†Good to pay｡Get paid､Your Mountain Tags†View up to 7 photos､「Mirror Song Princess Home†ス」Search up to one､Show to opponent､手†In addition to the tag､Shuffle the mountain tag｡      
0xDA6C54;0x00B2855C;00 00;@0E:「Quiet Wave Pattern Sotilio」Home†When riding on a unit､Yours†From the top to the top､「 †紋 Ginobios」 「High Wave Pattern Pav†ロス」Search up to one､Show to opponent､手†In addition to the tag､Shuffle the mountain tag｡                                           
0xDA4E14;0x00B28760;00 00;@0E:[Grade 3 from your hand tag†《メンeonpolis》Select one､†Discard]This unit is@00 Contact Us†Time､Cost｡Get paid､†From your mountain bill「Inigman St†Home」Search up to one､Show to opponent､手†In addition to the tag､Shuffle the mountain tag｡                  
0xDABE8C,0xDABE9C,0xDAC0A4,0xDAC0B4;0x00B2895C;00 00 00 00;@0E:This unit is@00 From the hand†Back､To Your Card Name「 リ†ィト」If you have a Vanguard including､†From your mountain bill「Duo Eyes of Fantasy ラ†Home」Search up to one､Show to opponent､手†In addition to the tag､Shuffle the mountain tag｡    
0xDABEBC,0xDAC0D4;0x00B28B38;00 00;@0E@03   @27     @25   (Yours†@02 OR G ZONE†One or more effective):This unit is†♪♪When the state is､Your Mountain Tags†5 photos from above､Grade 3 or higher†Search up to one､Show to opponent､手†In addition to the tag､Shuffle the mountain tag｡                                      
0xDA475C;0x00B28D68;00 00 00 00;@0E:This unit is@01 appeared on†時､From your mountain bill《Grand Blue》†Search up to one､Drop Zone†Home､Shuffle the mountain tag｡ 
0xDA5844;0x00B28E6C;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《ペイル†Moon》If you have a Vanguard､†Cost｡Get paid､Home†Grade 2 or less from the mountain tag《ペイ†Moon》Search up to one､to Seoul†Close､Shuffle the mountain tag｡
0xDAC43C;0x00B29010;00 00 00 00;@0E:This unit is@02 appeared on†時､Choose your rear guard､†Same as that unit from your mountain bill†Search up to 3 cards､to Seoul†Close､Shuffle the mountain tag｡       
0xDA82CC;0x00B29164;00 00;@0D@03   :[This unit to Seoul† ]5 pieces from top of your mountain bill､†Grade 3 and Grade 2†Contact､Name「Silver 」Cars Included†Select up to one Do､to Seoul†Close､Shuffle the mountain tag｡         
0xDAC4FC;0x00B292F0;00 00;@0E:This unit is@02 appeared on†時､Find one from your mountain bill､ソ†Put in the､Shuffle the mountain tag｡  
0xDA91CC;0x00B293C8;00 00;@0E@03   :[Reject this unit† ]This unit is the card name†「探索者」Include units@0C(ブー†スト)In battle､ATTック V†When hitting Ngurd､Cost†Good｡Get paid､Your Mountain Tags†Name「探索者」Cards Included†Search up to one､@00 Home@10Call†Home､Shuffle the mountain tag｡                                    
0xDA639C;0x00B29600;00 00;@0E:[@15 ①]Your End Faith† ､This unit is@00  †When placed in the Pzone､Yours《グ†Rate Nature》Vanguard†Home､Cost｡Contact Us† ､From your mountain bill「Vocal Chi†キン」Search up to one､@00 Call to†Home､Shuffle the mountain tag｡
0xDA65DC,0xDA69F4;0x00B297B4;00 00 00 00;@0E:[@15 ②]This unit is@02  †@00 When appeared､Yours《ロ†ル》Vanguard†Home､Cost｡Get paid､†Card name from your mountain bill†「宝石騎士」Grade 1 or less including†Search up to one card､@00 Call to†Home､Shuffle the mountain tag｡                            
0xDAC26C;0x00B299A0;00 00 00 00;@0E@03   :[@14 ①]This unit†Attack hits Vanguard†Time､To Other Your Card Name†「宝石騎士」3 rear guards including†More､Cost｡Contact Us† ､Card name from your mountain bill†「宝石騎士」Grade 1 or less including†Search up to one card､@00 Call to†Home､Shuffle the mountain tag｡                                      
0xDAD5A4;0x00B29BF8;00 00 00 00;@0E:[@15 ①-Name「宝石騎士」†Cards Included]This unit is@00 Home†When appeared､Cost｡払†Home､Card name from your mountain bill†「宝石騎士」Grade 1 or less including†Search up to one card､@00 Call to†Home､Shuffle the mountain tag｡                                        
0xDA6544,0xDA695C;0x00B29DF8;00 00 00 00;@0D@05   :[@15 ②-Name†「宝石騎士」Cards Included]Your Mountain†Card Name「宝石騎士」Include†Search up to one card､@00 Call to†Home､Shuffle the mountain tag｡                                        
0xDAD3C4;0x00B29F6C;00 00;@0E@05   :[Select one from your hand†Home､Discard]Attack on this unit†When Vanguard hits､コス†Goodを｡Get paid､Yours†Card Name「探索者」Include†Search up to one card､@00 Call to†Home､Shuffle the mountain tag｡                              
0xDAA21C,0xDAA5EC;0x00B2A138;00 00 00 00;@0E@05   :[Select one from your hand†Home､Discard]This unit is@22   †時､Cost｡Get paid､ あ†From the mountain bid@02 Home†Up to two cards with the same name as the unit†Search､Show to opponent､From there､１枚選†Home､In addition to handbook､Rest@00 Call to†Home､Shuffle the mountain tag｡           
0xDA91E4;0x00B2A380;00 00 00 00;@0E@25   (Yours@02 OR G ZONE†ENABLES ONE OR MORE G UNITS IN THE TABLE):†This unit is@00 When appeared､他†Choose up to 2 units､†In turn､@07+3000 Good｡@07†+3000 times､This unit is on the mountain tag†Back､Shuffle the mountain tag｡             
0xDA92EC;0x00B2A564;00 00 00 00;@0E@03   @25   (Yours@02 OR G†ONE OR MORE G UNITS IN THE ZONE†Enabled):This unit is@0C(Booth†ト)At the end of the battle､Other†Select one rear guard､@11 Comment†Home｡@11 if､This unit is on the mountain tag†Back､Shuffle the mountain tag｡
0xDA6CF4,0xDA6D1C;0x00B2A71C;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《Home†Home》If you have a Vanguard､コス†Goodを｡Get paid､Yours†Damage zone from the top of the mountain bill†Close､When the turn ends､You are†Select one from the damage zone､山札†Back､Shuffle the mountain tag｡  
0xDA624C;0x00B2A920;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《Home†Home》If you have a Vanguard､コス†Goodを｡Get paid､Yours†Damage zone from the top of the mountain bill†Close､When the turn ends､You are†Select one from the damage zone､山札†Back､Shuffle the mountain tag｡  
0xDA6CB4,0xDA6CBC;0x00B2AB24;00 00 00 00;@0E:[@15 ①]This unit is@02  †@00 When appeared､Yours《ジェネ†シス》If you have a Vanguard､Home†Good to pay｡Get paid､You are†Damaged one from the top of the mountain tag†Home､When the turn ends､Home†Select one from the damaged zone､山†Back to tags､Shuffle the mountain tag｡
0xDA773C;0x00B2AD34;00 00;@0E@03   :[@15 ①,This unit†ソウルed in Seoul]Your Ride Fai†Start､Yours《Angel Fe†Home》If you have a Vanguard､Home†Good to pay｡Get paid､You are†Damaged one from the top of the mountain tag†Home､When the turn ends､Home†Select one from the damaged zone､山†Back to tags､Shuffle the mountain tag｡
0xDA4414,0xDA454C,0xDAA94C;0x00B2AF60;00 00 00 00;@0E@03   :[@14 ①]This unit is†When attacked､Cost｡†Get paid､Battle､ッ†Home@07+5000 pcs､Battle Claw†Start of Zstep､Mountain this unit†Back to tags､Shuffle the mountain tag｡                   
0xDAA964,0xDAAAA4;0x00B2B0DC;00 00 00 00;@0E@05   @12  (Your damage†4 or more effective):Your Maine†at the start of the､From the top of your mountain bill†5 pieces､Grade 3《ロ†ル》Search up to one､ライ†Home､Shuffle the mountain tag｡         
0xDA7C8C;0x00B2B264;00 00;@0E:「Light Sanctuary Detaminator」以外†Grade 2《Royal Paladin》†When you ride this unit､Home†In Seoul「Light Sanctuary Home†Lancer」If there is､Your Mountain Tags†View up to 7 photos､「Light Sanctuary デ†タ」Search up to one､ライ†Home､Shuffle the mountain tag｡                  
